-1627.361 -3.00196468745295e-08
-1626.8240234933608 -3.008024577718598e-08
-1626.2870469867212 -3.014100707498927e-08
-1625.7500704800818 -3.020193061042381e-08
-1625.2130939734425 -3.026301623744769e-08
-1624.676117466803 -3.0324263808687285e-08
-1624.1391409601636 -3.0385673221847024e-08
-1623.6021644535242 -3.044724601713188e-08
-1623.0651879468846 -3.050898508110556e-08
-1622.5282114402453 -3.05708928864614e-08
-1621.991234933606 -3.063296845018477e-08
-1621.4542584269664 -3.0695209334490196e-08
-1620.917281920327 -3.075761418196559e-08
-1620.3803054136874 -3.082018432492778e-08
-1619.843328907048 -3.088292175951649e-08
-1619.3063524004087 -3.094582836470209e-08
-1618.7693758937692 -3.1008905953773865e-08
-1618.2323993871298 -3.107215615553278e-08
-1617.6954228804905 -3.1135578401500724e-08
-1617.158446373851 -3.119917074999733e-08
-1616.6214698672115 -3.1262931799310464e-08
-1616.0844933605722 -3.132686249941936e-08
-1615.5475168539326 -3.1390964713070585e-08
-1615.0105403472933 -3.145524034394812e-08
-1614.473563840654 -3.151969130759443e-08
-1613.9365873340143 -3.1584319517637695e-08
-1613.399610827375 -3.164912461858287e-08
-1612.8626343207357 -3.1714104209757593e-08
-1612.325657814096 -3.177925629249767e-08
-1611.7886813074567 -3.18445827660858e-08
-1611.2517048008172 -3.19100882588628e-08
-1610.7147282941778 -3.1975775403915455e-08
-1610.1777517875385 -3.2041642898433774e-08
-1609.6407752808989 -3.210768720820529e-08
-1609.1037987742595 -3.21739077799159e-08
-1608.5668222676202 -3.2240307079259445e-08
-1608.0298457609806 -3.2306888506939164e-08
-1607.4928692543413 -3.237365332746758e-08
-1606.955892747702 -3.2440601262632684e-08
-1606.4189162410623 -3.2507731841585155e-08
-1605.881939734423 -3.2575044961627306e-08
-1605.3449632277836 -3.264254057533542e-08
-1604.807986721144 -3.271021945128216e-08
-1604.2710102145047 -3.277808362320248e-08
-1603.7340337078654 -3.284613566337508e-08
-1603.1970572012258 -3.291437648606364e-08
-1602.6600806945864 -3.2982805047188456e-08
-1602.123104187947 -3.305142009922788e-08
-1601.5861276813075 -3.312022142600133e-08
-1601.0491511746682 -3.318920962458987e-08
-1600.5121746680288 -3.3258385975715456e-08
-1599.9751981613892 -3.3327753252966545e-08
-1599.43822165475 -3.3397315197027284e-08
-1598.9012451481103 -3.3467073012369697e-08
-1598.364268641471 -3.35370231906306e-08
-1597.8272921348316 -3.3607161604783363e-08
-1597.290315628192 -3.367748842332883e-08
-1596.7533391215527 -3.374801017751746e-08
-1596.2163626149134 -3.381873212231339e-08
-1595.6793861082738 -3.388965415325324e-08
-1595.1424096016344 -3.3960771159664915e-08
-1594.605433094995 -3.4032080198420084e-08
-1594.0684565883555 -3.4103583023099384e-08
-1593.5314800817162 -3.417528352668628e-08
-1592.9945035750768 -3.424718447544213e-08
-1592.4575270684372 -3.4319287213987515e-08
-1591.9205505617979 -3.439159260040792e-08
-1591.3835740551585 -3.446410038586727e-08
-1590.846597548519 -3.453680873796666e-08
-1590.3096210418796 -3.460971644290284e-08
-1589.77264453524 -3.4682825007799996e-08
-1589.2356680286007 -3.4756137573149864e-08
-1588.6986915219613 -3.4829656525849764e-08
-1588.1617150153218 -3.490338231104511e-08
-1587.6247385086824 -3.4977314870536414e-08
-1587.087762002043 -3.505145384911383e-08
-1586.5507854954035 -3.512579825684647e-08
-1586.0138089887641 -3.520034734224383e-08
-1585.4768324821248 -3.5275103364089595e-08
-1584.9398559754852 -3.53500709743985e-08
-1584.4028794688459 -3.542525385063755e-08
-1583.8659029622065 -3.550065025947977e-08
-1583.328926455567 -3.557625651896607e-08
-1582.7919499489276 -3.5652070698376286e-08
