-1627.3610 -0.0000 -0.0000
-1626.8240 -0.0000 -0.0000
-1626.2870 -0.0000 -0.0000
-1625.7501 -0.0000 -0.0000
-1625.2131 -0.0000 -0.0000
-1624.6761 -0.0000 -0.0000
-1624.1391 -0.0000 -0.0000
-1623.6022 -0.0000 -0.0000
-1623.0652 -0.0000 -0.0000
-1622.5282 -0.0000 -0.0000
-1621.9912 -0.0000 -0.0000
-1621.4543 -0.0000 -0.0000
-1620.9173 -0.0000 -0.0000
-1620.3803 -0.0000 -0.0000
-1619.8433 -0.0000 -0.0000
-1619.3064 -0.0000 -0.0000
-1618.7694 -0.0000 -0.0000
-1618.2324 -0.0000 -0.0000
-1617.6954 -0.0000 -0.0000
-1617.1584 -0.0000 -0.0000
-1616.6215 -0.0000 -0.0000
-1616.0845 -0.0000 -0.0000
-1615.5475 -0.0000 -0.0000
-1615.0105 -0.0000 -0.0000
-1614.4736 -0.0000 -0.0000
-1613.9366 -0.0000 -0.0000
-1613.3996 -0.0000 -0.0000
-1612.8626 -0.0000 -0.0000
-1612.3257 -0.0000 -0.0000
-1611.7887 -0.0000 -0.0000
-1611.2517 -0.0000 -0.0000
-1610.7147 -0.0000 -0.0000
-1610.1778 -0.0000 -0.0000
-1609.6408 -0.0000 -0.0000
-1609.1038 -0.0000 -0.0000
-1608.5668 -0.0000 -0.0000
-1608.0298 -0.0000 -0.0000
-1607.4929 -0.0000 -0.0000
-1606.9559 -0.0000 -0.0000
-1606.4189 -0.0000 -0.0000
-1605.8819 -0.0000 -0.0000
-1605.3450 -0.0000 -0.0000
-1604.8080 -0.0000 -0.0000
-1604.2710 -0.0000 -0.0000
-1603.7340 -0.0000 -0.0000
-1603.1971 -0.0000 -0.0000
-1602.6601 -0.0000 -0.0000
-1602.1231 -0.0000 -0.0000
-1601.5861 -0.0000 -0.0000
-1601.0492 -0.0000 -0.0000
-1600.5122 -0.0000 -0.0000
-1599.9752 -0.0000 -0.0000
-1599.4382 -0.0000 -0.0000
-1598.9012 -0.0000 -0.0000
-1598.3643 -0.0000 -0.0000
-1597.8273 -0.0000 -0.0000
-1597.2903 -0.0000 -0.0000
-1596.7533 -0.0000 -0.0000
-1596.2164 -0.0000 -0.0000
-1595.6794 -0.0000 -0.0000
-1595.1424 -0.0000 -0.0000
-1594.6054 -0.0000 -0.0000
-1594.0685 -0.0000 -0.0000
-1593.5315 -0.0000 -0.0000
-1592.9945 -0.0000 -0.0000
-1592.4575 -0.0000 -0.0000
-1591.9206 -0.0000 -0.0000
-1591.3836 -0.0000 -0.0000
-1590.8466 -0.0000 -0.0000
-1590.3096 -0.0000 -0.0000
-1589.7726 -0.0000 -0.0000
-1589.2357 -0.0000 -0.0000
-1588.6987 -0.0000 -0.0000
-1588.1617 -0.0000 -0.0000
-1587.6247 -0.0000 -0.0000
-1587.0878 -0.0000 -0.0000
-1586.5508 -0.0000 -0.0000
-1586.0138 -0.0000 -0.0000
-1585.4768 -0.0000 -0.0000
-1584.9399 -0.0000 -0.0000
-1584.4029 -0.0000 -0.0000
-1583.8659 -0.0000 -0.0000
-1583.3289 -0.0000 -0.0000
-1582.7919 -0.0000 -0.0000
-1582.2550 -0.0000 -0.0000
-1581.7180 -0.0000 -0.0000
-1581.1810 -0.0000 -0.0000
-1580.6440 -0.0000 -0.0000
-1580.1071 -0.0000 -0.0000
-1579.5701 -0.0000 -0.0000
-1579.0331 -0.0000 -0.0000
-1578.4961 -0.0000 -0.0000
-1577.9592 -0.0000 -0.0000
-1577.4222 -0.0000 -0.0000
-1576.8852 -0.0000 -0.0000
-1576.3482 -0.0000 -0.0000
-1575.8113 -0.0000 -0.0000
-1575.2743 -0.0000 -0.0000
-1574.7373 -0.0000 -0.0000
-1574.2003 -0.0000 -0.0000
-1573.6633 -0.0000 -0.0000
-1573.1264 -0.0000 -0.0000
-1572.5894 -0.0000 -0.0000
-1572.0524 -0.0000 -0.0000
-1571.5154 -0.0000 -0.0000
