x y
-278.07187 6.0714577e-06
-277.07175 6.1441323e-06
-276.07162 6.217916e-06
-275.07149 6.2928297e-06
-274.07137 6.3688938e-06
-273.07124 6.4461297e-06
-272.07111 6.5245588e-06
-271.07098 6.6042034e-06
-270.07086 6.6850858e-06
-269.07073 6.7672283e-06
-268.0706 6.8506559e-06
-267.07048 6.9353916e-06
-266.07035 7.0214614e-06
-265.07022 7.1088888e-06
-264.0701 7.1976997e-06
-263.06997 7.2879206e-06
-262.06984 7.3795782e-06
-261.06971 7.4726991e-06
-260.06959 7.5673132e-06
-259.06946 7.6634471e-06
-258.06933 7.7611298e-06
-257.06921 7.8603926e-06
-256.06908 7.9612651e-06
-255.06895 8.0637792e-06
-254.06883 8.167966e-06
-253.0687 8.2738583e-06
-252.06857 8.3814896e-06
-251.06844 8.490893e-06
-250.06832 8.6021049e-06
-249.06819 8.71516e-06
-248.06806 8.8300943e-06
-247.06794 8.9469461e-06
-246.06781 9.0657534e-06
-245.06768 9.1865542e-06
-244.06756 9.3093891e-06
-243.06743 9.4342994e-06
-242.0673 9.5613268e-06
-241.06717 9.6905133e-06
-240.06705 9.8219033e-06
-239.06692 9.9555415e-06
-238.06679 1.0091474e-05
-237.06667 1.0229747e-05
-236.06654 1.0370409e-05
-235.06641 1.0513511e-05
-234.06629 1.0659101e-05
-233.06616 1.0807232e-05
-232.06603 1.0957957e-05
-231.0659 1.1111329e-05
-230.06578 1.1267406e-05
-229.06565 1.1426243e-05
-228.06552 1.15879e-05
-227.0654 1.1752435e-05
-226.06527 1.1919912e-05
-225.06514 1.2090392e-05
-224.06502 1.226394e-05
-223.06489 1.2440624e-05
-222.06476 1.2620511e-05
-221.06463 1.280367e-05
-220.06451 1.2990175e-05
-219.06438 1.3180098e-05
-218.06425 1.3373515e-05
-217.06413 1.3570505e-05
-216.064 1.3771146e-05
-215.06387 1.3975522e-05
-214.06375 1.4183717e-05
-213.06362 1.4395817e-05
-212.06349 1.4611913e-05
-211.06337 1.4832096e-05
-210.06324 1.5056462e-05
-209.06311 1.5285107e-05
-208.06298 1.5518132e-05
-207.06286 1.5755642e-05
-206.06273 1.5997744e-05
-205.0626 1.6244546e-05
-204.06248 1.6496164e-05
-203.06235 1.6752715e-05
-202.06222 1.701432e-05
-201.0621 1.7281105e-05
-200.06197 1.75532e-05
-199.06184 1.7830739e-05
-198.06171 1.8113862e-05
-197.06159 1.8402711e-05
-196.06146 1.8697438e-05
-195.06133 1.8998196e-05
-194.06121 1.9305146e-05
-193.06108 1.9618456e-05
-192.06095 1.9938299e-05
-191.06083 2.0264857e-05
-190.0607 2.0598317e-05
-189.06057 2.0938875e-05
-188.06044 2.1286736e-05
-187.06032 2.1642114e-05
-186.06019 2.2005231e-05
-185.06006 2.2376321e-05
-184.05994 2.2755629e-05
-183.05981 2.314341e-05
-182.05968 2.3539933e-05
-181.05956 2.3945481e-05
-180.05943 2.4360349e-05
-179.0593 2.4784851e-05
-178.05917 2.5219315e-05
-177.05905 2.5664088e-05
-176.05892 2.6119537e-05
-175.05879 2.6586049e-05
-174.05867 2.7064035e-05
-173.05854 2.7553931e-05
-172.05841 2.8056198e-05
-171.05829 2.8571327e-05
-170.05816 2.9099839e-05
-169.05803 2.9642292e-05
-168.0579 3.019928e-05
-167.05778 3.0771435e-05
-166.05765 3.1359436e-05
-165.05752 3.196401e-05
-164.0574 3.2585935e-05
-163.05727 3.3226047e-05
-162.05714 3.3885244e-05
-161.05702 3.4564493e-05
-160.05689 3.5264836e-05
-159.05676 3.5987398e-05
-158.05663 3.6733393e-05
-157.05651 3.7504133e-05
-156.05638 3.8301042e-05
-155.05625 3.912566e-05
-154.05613 3.997966e-05
-153.056 4.0864858e-05
-152.05587 4.1783232e-05
-151.05575 4.2736932e-05
-150.05562 4.3728304e-05
-149.05549 4.4759906e-05
-148.05537 4.5834531e-05
-147.05524 4.6955234e-05
-146.05511 4.8125356e-05
-145.05498 4.9348556e-05
-144.05486 5.0628847e-05
-143.05473 5.197063e-05
-142.0546 5.3378739e-05
-141.05448 5.4858486e-05
-140.05435 5.6415713e-05
-139.05422 5.8056854e-05
-138.0541 5.9788995e-05
-137.05397 6.1619951e-05
-136.05384 6.3558341e-05
-135.05371 6.5613687e-05
-134.05359 6.7796508e-05
-133.05346 7.0118435e-05
-132.05333 7.2592338e-05
-131.05321 7.523247e-05
-130.05308 7.8054618e-05
-129.05295 8.107629e-05
-128.05283 8.4316902e-05
-127.0527 8.7798012e-05
-126.05257 9.1543559e-05
-125.05244 9.5580149e-05
-124.05232 9.9937362e-05
-123.05219 0.00010464811
-122.05206 0.00010974902
-121.05194 0.00011528089
-120.05181 0.00012128917
-119.05168 0.00012782452
-118.05156 0.00013494344
-117.05143 0.00014270895
-116.0513 0.0001511914
-115.05117 0.00016046934
-114.05105 0.00017063048
-113.05092 0.00018177284
-112.05079 0.00019400593
-111.05067 0.0002074522
-110.05054 0.00022224853
-109.05041 0.000238548
-108.05029 0.0002565218
-107.05016 0.00027636144
-106.05003 0.00029828109
-105.0499 0.0003225203
-104.04978 0.00034934696
-103.04965 0.00037906061
-102.04952 0.00041199607
-101.0494 0.00044852743
-100.04927 0.00048907251
-99.049143 0.00053409762
-98.049016 0.0005841228
-97.048889 0.00063972749
-96.048762 0.00070155656
-95.048635 0.00077032674
-94.048508 0.00084683332
-93.048381 0.0009319571
-92.048254 0.0010266714
-91.048127 0.0011320487
-90.048 0.0012492673
-89.047873 0.0013796165
-88.047746 0.0015245009
-87.047619 0.0016854421
-86.047492 0.0018640776
-85.047365 0.0020621553
-84.047238 0.002281522
-83.047111 0.002524104
-82.046984 0.0027918772
-81.046857 0.0030868237
-80.04673 0.0034108705
-79.046603 0.0037658066
-78.046476 0.0041531719
-77.046349 0.0045741112
-76.046222 0.0050291865
-75.046095 0.0055181387
-74.045968 0.0060395889
-73.045841 0.0065906711
-72.045714 0.0071665868
-71.045587 0.007760075
-70.04546 0.0083607962
-69.045333 0.00895463
-68.045206 0.0095229026
-67.045079 0.010041564
-66.044952 0.010480356
-65.044825 0.010802024
-64.044698 0.010961642
-63.044571 0.010906137
-62.044444 0.010574072
-61.044317 0.0098957538
-60.04419 0.0087936235
-59.044063 0.007182777
-58.043937 0.0049712047
-57.04381 0.0020589588
-56.043683 -0.0016651354
-55.043556 -0.0063313129
-54.043429 -0.012103388
-53.043302 -0.019197899
-52.043175 -0.027884119
-51.043048 -0.038367541
-50.042921 -0.050331969
-49.042794 -0.062208635
-48.042667 -0.071950716
-47.04254 -0.08014759
-46.042413 -0.089335524
-45.042286 -0.099681392
-44.042159 -0.1085145
-43.042032 -0.11274153
-42.041905 -0.11055755
-41.041778 -0.10201474
-40.041651 -0.089125997
-39.041524 -0.075451435
-38.041397 -0.063765956
-37.04127 -0.050770894
-36.041143 -0.023708081
-35.041016 0.038360896
-34.040889 0.15575445
-33.040762 0.31450649
-32.040635 0.46114652
-31.040508 0.55424768
-30.040381 0.58232288
-29.040254 0.54510647
-28.040127 0.44504465
-27.04 0.29868125
-26.039873 0.15100593
-25.039746 0.044629598
-24.039619 -0.027441233
-23.039492 -0.10425145
-22.039365 -0.22051927
-21.039238 -0.37118691
-20.039111 -0.50876743
-19.038984 -0.59436389
-18.038857 -0.61687601
-17.03873 -0.57590445
-16.038603 -0.47379758
-15.038476 -0.32694477
-14.038349 -0.17973743
-13.038222 -0.073771455
-12.038095 -0.0013098252
-11.037968 0.077105785
-10.037841 0.19641283
-9.0377143 0.35101582
-8.0375873 0.49239936
-7.0374603 0.58110377
-6.0373333 0.60596543
-5.0372063 0.56667246
-4.0370794 0.46566068
-3.0369524 0.31942786
-2.0368254 0.17255283
-1.0366984 0.066826165
-0.036571429 -0.005346511
0.96355556 -0.083257499
1.9636825 -0.20165938
2.9638095 -0.35493314
3.9639365 -0.49477336
4.9640635 -0.58191558
5.9641905 -0.605231
6.9643175 -0.56435466
7.9644444 -0.46169113
8.9645714 -0.31384952
9.9646984 -0.1656995
10.964825 -0.059222436
11.964952 0.013295675
12.965079 0.091356087
13.965206 0.20987346
14.965333 0.36339958
15.96546 0.50383835
16.965587 0.59209803
17.965714 0.61715753
18.965841 0.57874544
19.965968 0.47931292
20.966095 0.33522946
21.966222 0.1905421
22.966349 0.086279923
23.966476 0.014574792
24.966603 -0.063730591
25.96673 -0.18311164
26.966857 -0.33730065
27.966984 -0.47734334
28.967111 -0.56377796
29.967238 -0.58550348
30.967365 -0.5421766
31.967492 -0.43628391
32.967619 -0.28513363
33.967746 -0.13608693
34.967873 -0.036152483
35.968 0.013336579
36.968127 0.035425226
37.968254 0.049695085
38.968381 0.065782107
39.968508 0.083183075
40.968635 0.097750087
41.968762 0.10635497
42.968889 0.10788805
43.969016 0.10318735
44.969143 0.094743773
45.96927 0.085712266
46.969397 0.077732101
47.969524 0.069452357
48.969651 0.058845894
49.969778 0.0466266
50.969905 0.034954392
51.970032 0.024904029
52.970159 0.0165448
53.970286 0.0096509648
54.970413 0.0039972919
55.97054 -0.00059022713
56.970667 -0.0042473227
57.970794 -0.0070887143
58.970921 -0.0092185634
59.971048 -0.010734976
60.971175 -0.011731007
61.971302 -0.012294032
62.971429 -0.012504607
63.971556 -0.01243543
64.971683 -0.012150661
65.97181 -0.011705685
66.971937 -0.01114728
67.972063 -0.010514108
68.97219 -0.0098374317
69.972317 -0.0091419552
70.972444 -0.0084467162
71.972571 -0.0077659648
72.972698 -0.0071099889
73.972825 -0.0064858608
74.972952 -0.0058980922
75.973079 -0.0053491955
76.973206 -0.004840154
77.973333 -0.0043708095
78.97346 -0.0039401755
79.973587 -0.0035466876
80.973714 -0.0031883988
81.973841 -0.0028631309
82.973968 -0.0025685897
83.974095 -0.0023024497
84.974222 -0.0020624167
85.974349 -0.0018462708
86.974476 -0.0016518965
87.974603 -0.0014773003
88.97473 -0.0013206218
89.974857 -0.0011801374
90.974984 -0.0010542599
91.975111 -0.00094153571
92.975238 -0.00084063864
93.975365 -0.00075036342
94.975492 -0.00066961781
95.975619 -0.00059741456
96.975746 -0.00053286322
97.975873 -0.00047516211
98.976 -0.00042359055
99.976127 -0.00037750159
100.97625 -0.00033631503
101.97638 -0.00029951104
102.97651 -0.00026662425
103.97663 -0.00023723827
104.97676 -0.00021098076
105.97689 -0.00018751888
106.97702 -0.00016655522
107.97714 -0.00014782406
108.97727 -0.00013108808
109.9774 -0.00011613532
110.97752 -0.00010277646
111.97765 -9.0842466e-05
112.97778 -8.0182354e-05
113.9779 -7.0661287e-05
114.97803 -6.2158825e-05
115.97816 -5.4567381e-05
116.97829 -4.7790832e-05
117.97841 -4.1743287e-05
118.97854 -3.6347983e-05
119.97867 -3.15363e-05
120.97879 -2.7246892e-05
121.97892 -2.3424899e-05
122.97905 -2.002125e-05
123.97917 -1.6992049e-05
124.9793 -1.4298016e-05
125.97943 -1.1903993e-05
126.97956 -9.7785104e-06
127.97968 -7.893389e-06
128.97981 -6.2233921e-06
129.97994 -4.745916e-06
130.98006 -3.4407077e-06
131.98019 -2.2896212e-06
132.98032 -1.2763922e-06
133.98044 -3.8644334e-07
134.98057 3.9329556e-07
135.9807 1.0745416e-06
136.98083 1.6678026e-06
137.98095 2.1825012e-06
138.98108 2.627089e-06
139.98121 3.0091455e-06
140.98133 3.3354693e-06
141.98146 3.6121586e-06
142.98159 3.8446825e-06
143.98171 4.0379468e-06
144.98184 4.1963503e-06
145.98197 4.3238385e-06
146.9821 4.4239483e-06
147.98222 4.4998499e-06
148.98235 4.554386e-06
149.98248 4.5901013e-06
150.9826 4.6092786e-06
151.98273 4.6139586e-06
152.98286 4.6059693e-06
153.98298 4.5869463e-06
154.98311 4.558352e-06
155.98324 4.5214926e-06
156.98337 4.477535e-06
157.98349 4.4275194e-06
158.98362 4.372376e-06
159.98375 4.3129296e-06
160.98387 4.2499166e-06
161.984 4.1839903e-06
162.98413 4.1157314e-06
163.98425 4.0456534e-06
164.98438 3.9742102e-06
165.98451 3.9018042e-06
166.98463 3.8287877e-06
167.98476 3.7554731e-06
168.98489 3.6821308e-06
169.98502 3.6089997e-06
170.98514 3.5362864e-06
171.98527 3.4641695e-06
172.9854 3.3928048e-06
173.98552 3.322324e-06
174.98565 3.2528389e-06
175.98578 3.1844461e-06
176.9859 3.1172241e-06
177.98603 3.0512385e-06
178.98616 2.9865431e-06
179.98629 2.9231783e-06
180.98641 2.8611772e-06
181.98654 2.8005634e-06
182.98667 2.7413528e-06
183.98679 2.683554e-06
184.98692 2.6271712e-06
185.98705 2.5722016e-06
186.98717 2.5186393e-06
187.9873 2.4664738e-06
188.98743 2.4156914e-06
189.98756 2.3662765e-06
190.98768 2.3182073e-06
191.98781 2.2714649e-06
192.98794 2.2260248e-06
193.98806 2.1818632e-06
194.98819 2.1389558e-06
195.98832 2.0972728e-06
196.98844 2.0567892e-06
197.98857 2.0174759e-06
198.9887 1.9793038e-06
199.98883 1.9422462e-06
200.98895 1.9062724e-06
201.98908 1.8713554e-06
202.98921 1.8374648e-06
203.98933 1.8045726e-06
204.98946 1.7726504e-06
205.98959 1.7416701e-06
206.98971 1.7116048e-06
207.98984 1.6824263e-06
208.98997 1.6541091e-06
209.9901 1.6266259e-06
210.99022 1.5999504e-06
211.99035 1.5740587e-06
212.99048 1.5489257e-06
213.9906 1.5245271e-06
